week_start_date,product_id,product_name,units_sold,gross_revenue_usd,returns,net_revenue_usd,promo_active,weather_score
2023-11-27,PROD001,Sourdough Loaf,131,1113.5,2,1096.5,No,6.4
2023-11-27,PROD002,Croissant,287,1076.25,0,1076.25,Yes,5.0
2023-11-27,PROD003,Cinnamon Roll,203,862.75,0,862.75,No,7.5
2023-11-27,PROD004,Baguette,161,563.5,0,563.5,No,9.4
2023-11-27,PROD005,Blueberry Muffin,252,819.0,0,819.0,Yes,6.1
2023-11-27,PROD006,Chocolate Éclair,114,541.5,0,541.5,Yes,3.2
2023-11-27,PROD007,Almond Tart,54,297.0,0,297.0,No,3.3
2023-11-27,PROD008,Focaccia,119,833.0,0,833.0,Yes,3.6
2023-11-27,PROD009,Pumpkin Pie Slice,52,260.0,0,260.0,No,7.4
2023-11-27,PROD010,Macaron (6-pack),84,798.0,0,798.0,Yes,7.9
2023-11-27,PROD011,Banana Bread Slice,191,573.0,0,573.0,No,8.1
2023-11-27,PROD012,Lemon Tart,73,383.25,0,383.25,No,3.4
2023-11-27,PROD013,Pretzel,181,497.75,0,497.75,No,9.3
2023-11-27,PROD014,Red Velvet Cupcake,109,490.5,1,486.0,No,3.0
2023-11-27,PROD015,Gingerbread Cookie,83,207.5,0,207.5,No,6.1
2023-12-04,PROD001,Sourdough Loaf,207,1759.5,2,1742.5,Yes,7.4
2023-12-04,PROD002,Croissant,259,971.25,0,971.25,No,6.3
2023-12-04,PROD003,Cinnamon Roll,174,739.5,0,739.5,No,5.0
2023-12-04,PROD004,Baguette,170,595.0,0,595.0,No,4.9
2023-12-04,PROD005,Blueberry Muffin,223,724.75,0,724.75,Yes,6.2
2023-12-04,PROD006,Chocolate Éclair,118,560.5,0,560.5,No,8.5
2023-12-04,PROD007,Almond Tart,62,341.0,1,335.5,No,9.4
2023-12-04,PROD008,Focaccia,108,756.0,0,756.0,No,9.1
2023-12-04,PROD009,Pumpkin Pie Slice,59,295.0,0,295.0,Yes,7.4
2023-12-04,PROD010,Macaron (6-pack),52,494.0,0,494.0,No,3.8
2023-12-04,PROD011,Banana Bread Slice,174,522.0,0,522.0,No,9.4
2023-12-04,PROD012,Lemon Tart,54,283.5,0,283.5,No,4.3
2023-12-04,PROD013,Pretzel,194,533.5,0,533.5,No,5.6
2023-12-04,PROD014,Red Velvet Cupcake,147,661.5,0,661.5,No,8.0
2023-12-04,PROD015,Gingerbread Cookie,125,312.5,0,312.5,No,8.2
2023-12-11,PROD001,Sourdough Loaf,146,1241.0,0,1241.0,No,9.4
2023-12-11,PROD002,Croissant,318,1192.5,0,1192.5,Yes,6.0
2023-12-11,PROD003,Cinnamon Roll,206,875.5,0,875.5,No,3.2
2023-12-11,PROD004,Baguette,184,644.0,0,644.0,No,6.2
2023-12-11,PROD005,Blueberry Muffin,180,585.0,0,585.0,No,5.0
2023-12-11,PROD006,Chocolate Éclair,94,446.5,0,446.5,No,7.3
2023-12-11,PROD007,Almond Tart,68,374.0,0,374.0,No,6.2
2023-12-11,PROD008,Focaccia,96,672.0,0,672.0,No,8.3
2023-12-11,PROD009,Pumpkin Pie Slice,49,245.0,0,245.0,No,8.7
2023-12-11,PROD010,Macaron (6-pack),66,627.0,0,627.0,No,8.5
2023-12-11,PROD011,Banana Bread Slice,172,516.0,1,513.0,No,8.1
2023-12-11,PROD012,Lemon Tart,93,488.25,0,488.25,Yes,5.8
2023-12-11,PROD013,Pretzel,214,588.5,0,588.5,No,6.2
2023-12-11,PROD014,Red Velvet Cupcake,119,535.5,0,535.5,No,6.1
2023-12-11,PROD015,Gingerbread Cookie,109,272.5,0,272.5,No,6.8
2023-12-18,PROD001,Sourdough Loaf,145,1232.5,0,1232.5,No,8.0
2023-12-18,PROD002,Croissant,301,1128.75,0,1128.75,Yes,5.4
2023-12-18,PROD003,Cinnamon Roll,204,867.0,0,867.0,No,8.0
2023-12-18,PROD004,Baguette,158,553.0,0,553.0,No,5.7
2023-12-18,PROD005,Blueberry Muffin,172,559.0,0,559.0,No,4.5
2023-12-18,PROD006,Chocolate Éclair,100,475.0,0,475.0,No,3.7
2023-12-18,PROD007,Almond Tart,59,324.5,0,324.5,No,3.2
2023-12-18,PROD008,Focaccia,75,525.0,0,525.0,No,3.1
2023-12-18,PROD009,Pumpkin Pie Slice,54,270.0,0,270.0,Yes,5.1
2023-12-18,PROD010,Macaron (6-pack),63,598.5,0,598.5,No,7.5
2023-12-18,PROD011,Banana Bread Slice,167,501.0,0,501.0,No,8.3
2023-12-18,PROD012,Lemon Tart,66,346.5,0,346.5,No,4.3
2023-12-18,PROD013,Pretzel,189,519.75,0,519.75,No,3.5
2023-12-18,PROD014,Red Velvet Cupcake,121,544.5,0,544.5,No,6.7
2023-12-18,PROD015,Gingerbread Cookie,116,290.0,0,290.0,No,9.2
2023-12-25,PROD001,Sourdough Loaf,122,1037.0,0,1037.0,No,6.7
2023-12-25,PROD002,Croissant,265,993.75,0,993.75,No,5.3
2023-12-25,PROD003,Cinnamon Roll,234,994.5,0,994.5,No,7.3
2023-12-25,PROD004,Baguette,138,483.0,0,483.0,No,4.6
2023-12-25,PROD005,Blueberry Muffin,187,607.75,0,607.75,No,7.1
2023-12-25,PROD006,Chocolate Éclair,125,593.75,1,589.0,Yes,6.2
2023-12-25,PROD007,Almond Tart,60,330.0,0,330.0,No,7.1
2023-12-25,PROD008,Focaccia,114,798.0,0,798.0,No,8.9
2023-12-25,PROD009,Pumpkin Pie Slice,43,215.0,0,215.0,No,6.0
2023-12-25,PROD010,Macaron (6-pack),71,674.5,1,665.0,No,8.0
2023-12-25,PROD011,Banana Bread Slice,152,456.0,0,456.0,No,7.1
2023-12-25,PROD012,Lemon Tart,78,409.5,0,409.5,No,4.9
2023-12-25,PROD013,Pretzel,210,577.5,0,577.5,No,4.0
2023-12-25,PROD014,Red Velvet Cupcake,82,369.0,0,369.0,No,5.0
2023-12-25,PROD015,Gingerbread Cookie,107,267.5,0,267.5,No,4.3
