date,day_of_week,hour_slot,visitor_count,avg_dwell_minutes,conversion_rate_pct,temperature_c,precipitation_mm,is_holiday
2023-04-29,Saturday,17:00-19:00,90,6.8,46.1,19.0,0,No
2023-04-30,Sunday,07:00-09:00,47,11.9,73.4,6.3,10.6,No
2023-04-30,Sunday,09:00-11:00,110,10.8,84.3,6.3,10.6,No
2023-04-30,Sunday,11:00-13:00,101,13.6,54.0,6.3,10.6,No
2023-04-30,Sunday,13:00-15:00,82,13.4,68.0,6.3,10.6,No
2023-04-30,Sunday,15:00-17:00,96,14.6,74.8,6.3,10.6,No
2023-04-30,Sunday,17:00-19:00,34,8.5,55.6,6.3,10.6,No
2023-05-01,Monday,07:00-09:00,43,19.6,57.7,7.7,0,No
2023-05-01,Monday,09:00-11:00,81,10.7,64.5,7.7,0,No
2023-05-01,Monday,11:00-13:00,115,19.4,67.0,7.7,0,No
2023-05-01,Monday,13:00-15:00,58,7.9,66.3,7.7,0,No
2023-05-01,Monday,15:00-17:00,70,14.9,52.7,7.7,0,No
2023-05-01,Monday,17:00-19:00,55,6.9,65.7,7.7,0,No
2023-05-02,Tuesday,07:00-09:00,42,13.1,60.6,19.7,6.6,No
2023-05-02,Tuesday,09:00-11:00,88,19.5,52.3,19.7,6.6,No
2023-05-02,Tuesday,11:00-13:00,86,11.6,67.2,19.7,6.6,No
2023-05-02,Tuesday,13:00-15:00,68,8.5,65.2,19.7,6.6,No
2023-05-02,Tuesday,15:00-17:00,47,17.7,70.7,19.7,6.6,No
2023-05-02,Tuesday,17:00-19:00,58,15.8,62.3,19.7,6.6,No
2023-05-03,Wednesday,07:00-09:00,55,14.6,65.9,12.1,3.3,No
2023-05-03,Wednesday,09:00-11:00,76,14.4,55.7,12.1,3.3,No
2023-05-03,Wednesday,11:00-13:00,122,12.0,62.3,12.1,3.3,No
2023-05-03,Wednesday,13:00-15:00,60,15.3,52.3,12.1,3.3,No
2023-05-03,Wednesday,15:00-17:00,82,6.9,65.8,12.1,3.3,No
2023-05-03,Wednesday,17:00-19:00,51,14.5,45.1,12.1,3.3,No
2023-05-04,Thursday,07:00-09:00,42,14.4,55.9,17.7,0,No
2023-05-04,Thursday,09:00-11:00,93,13.2,61.6,17.7,0,No
2023-05-04,Thursday,11:00-13:00,142,15.4,75.3,17.7,0,No
2023-05-04,Thursday,13:00-15:00,91,13.8,62.2,17.7,0,No
2023-05-04,Thursday,15:00-17:00,87,16.8,56.4,17.7,0,No
2023-05-04,Thursday,17:00-19:00,65,11.9,79.6,17.7,0,No
2023-05-05,Friday,07:00-09:00,41,5.6,37.5,10.1,0,No
2023-05-05,Friday,09:00-11:00,92,15.6,81.8,10.1,0,No
2023-05-05,Friday,11:00-13:00,108,15.6,58.2,10.1,0,No
2023-05-05,Friday,13:00-15:00,80,15.5,60.5,10.1,0,No
2023-05-05,Friday,15:00-17:00,88,14.6,55.5,10.1,0,No
2023-05-05,Friday,17:00-19:00,58,15.8,69.6,10.1,0,No
2023-05-06,Saturday,07:00-09:00,64,11.7,66.5,24.5,0,No
2023-05-06,Saturday,09:00-11:00,130,10.2,62.0,24.5,0,No
2023-05-06,Saturday,11:00-13:00,165,22.7,66.2,24.5,0,No
2023-05-06,Saturday,13:00-15:00,87,21.1,45.1,24.5,0,No
2023-05-06,Saturday,15:00-17:00,125,11.8,67.2,24.5,0,No
2023-05-06,Saturday,17:00-19:00,93,17.2,41.1,24.5,0,No
2023-05-07,Sunday,07:00-09:00,52,16.8,66.3,16.5,0.2,No
2023-05-07,Sunday,09:00-11:00,139,18.8,71.8,16.5,0.2,No
2023-05-07,Sunday,11:00-13:00,143,17.7,40.7,16.5,0.2,No
2023-05-07,Sunday,13:00-15:00,103,9.4,55.2,16.5,0.2,No
2023-05-07,Sunday,15:00-17:00,136,21.3,68.9,16.5,0.2,No
2023-05-07,Sunday,17:00-19:00,73,9.3,59.0,16.5,0.2,No
2023-05-08,Monday,07:00-09:00,39,15.7,59.9,5.1,2.2,No
2023-05-08,Monday,09:00-11:00,58,15.2,47.6,5.1,2.2,No
2023-05-08,Monday,11:00-13:00,96,15.7,58.5,5.1,2.2,No
2023-05-08,Monday,13:00-15:00,66,16.2,55.9,5.1,2.2,No
2023-05-08,Monday,15:00-17:00,61,14.3,75.6,5.1,2.2,No
2023-05-08,Monday,17:00-19:00,61,9.0,73.9,5.1,2.2,No
2023-05-09,Tuesday,07:00-09:00,32,15.9,44.4,15.8,0,No
2023-05-09,Tuesday,09:00-11:00,83,11.6,64.6,15.8,0,No
2023-05-09,Tuesday,11:00-13:00,121,20.5,71.1,15.8,0,No
2023-05-09,Tuesday,13:00-15:00,87,18.0,72.2,15.8,0,No
2023-05-09,Tuesday,15:00-17:00,79,10.0,65.6,15.8,0,No
2023-05-09,Tuesday,17:00-19:00,59,10.0,57.5,15.8,0,No
2023-05-10,Wednesday,07:00-09:00,46,15.8,62.0,11.1,0.7,No
2023-05-10,Wednesday,09:00-11:00,91,16.0,54.8,11.1,0.7,No
2023-05-10,Wednesday,11:00-13:00,110,9.5,68.2,11.1,0.7,No
2023-05-10,Wednesday,13:00-15:00,80,18.3,59.1,11.1,0.7,No
2023-05-10,Wednesday,15:00-17:00,75,9.7,61.2,11.1,0.7,No
2023-05-10,Wednesday,17:00-19:00,52,15.1,63.8,11.1,0.7,No
2023-05-11,Thursday,07:00-09:00,46,16.1,55.3,8.2,0,No
2023-05-11,Thursday,09:00-11:00,98,18.2,59.2,8.2,0,No
2023-05-11,Thursday,11:00-13:00,104,11.0,55.9,8.2,0,No
2023-05-11,Thursday,13:00-15:00,64,15.3,80.3,8.2,0,No
2023-05-11,Thursday,15:00-17:00,77,15.7,47.9,8.2,0,No
2023-05-11,Thursday,17:00-19:00,70,13.8,53.9,8.2,0,No
2023-05-12,Friday,07:00-09:00,54,4.2,59.5,22.5,3.4,No
2023-05-12,Friday,09:00-11:00,85,12.4,53.5,22.5,3.4,No
2023-05-12,Friday,11:00-13:00,97,10.7,60.0,22.5,3.4,No
2023-05-12,Friday,13:00-15:00,72,11.1,68.1,22.5,3.4,No
2023-05-12,Friday,15:00-17:00,78,15.9,53.0,22.5,3.4,No
2023-05-12,Friday,17:00-19:00,67,12.5,67.1,22.5,3.4,No
2023-05-13,Saturday,07:00-09:00,56,14.6,66.4,17.0,3.6,No
2023-05-13,Saturday,09:00-11:00,106,16.7,79.6,17.0,3.6,No
2023-05-13,Saturday,11:00-13:00,138,15.7,59.8,17.0,3.6,No
2023-05-13,Saturday,13:00-15:00,85,18.6,61.2,17.0,3.6,No
2023-05-13,Saturday,15:00-17:00,106,14.5,53.9,17.0,3.6,No
2023-05-13,Saturday,17:00-19:00,94,14.1,41.8,17.0,3.6,No
2023-05-14,Sunday,07:00-09:00,48,16.4,70.2,8.0,2.0,No
2023-05-14,Sunday,09:00-11:00,126,9.8,76.9,8.0,2.0,No
2023-05-14,Sunday,11:00-13:00,110,13.9,62.3,8.0,2.0,No
2023-05-14,Sunday,13:00-15:00,82,15.3,53.3,8.0,2.0,No
2023-05-14,Sunday,15:00-17:00,99,13.2,68.4,8.0,2.0,No
2023-05-14,Sunday,17:00-19:00,79,18.9,67.3,8.0,2.0,No
2023-05-15,Monday,07:00-09:00,50,19.9,70.1,20.6,1.2,No
2023-05-15,Monday,09:00-11:00,115,18.7,61.6,20.6,1.2,No
2023-05-15,Monday,11:00-13:00,143,13.7,48.5,20.6,1.2,No
2023-05-15,Monday,13:00-15:00,70,12.0,63.4,20.6,1.2,No
2023-05-15,Monday,15:00-17:00,79,19.4,64.1,20.6,1.2,No
2023-05-15,Monday,17:00-19:00,57,12.6,50.2,20.6,1.2,No
2023-05-16,Tuesday,07:00-09:00,15,7.7,38.5,16.9,15.6,No
2023-05-16,Tuesday,09:00-11:00,41,14.6,62.8,16.9,15.6,No
2023-05-16,Tuesday,11:00-13:00,78,10.6,71.6,16.9,15.6,No
2023-05-16,Tuesday,13:00-15:00,32,17.7,56.2,16.9,15.6,No
2023-05-16,Tuesday,15:00-17:00,47,14.7,61.2,16.9,15.6,No
2023-05-16,Tuesday,17:00-19:00,42,10.7,58.5,16.9,15.6,No
2023-05-17,Wednesday,07:00-09:00,20,16.9,75.5,26.4,4.7,No
2023-05-17,Wednesday,09:00-11:00,84,5.5,68.5,26.4,4.7,No
2023-05-17,Wednesday,11:00-13:00,156,10.1,54.4,26.4,4.7,No
2023-05-17,Wednesday,13:00-15:00,69,13.1,70.0,26.4,4.7,No
2023-05-17,Wednesday,15:00-17:00,62,9.9,53.1,26.4,4.7,No
2023-05-17,Wednesday,17:00-19:00,57,11.5,57.1,26.4,4.7,No
2023-05-18,Thursday,07:00-09:00,27,16.5,64.4,22.1,4.1,No
2023-05-18,Thursday,09:00-11:00,85,15.4,61.6,22.1,4.1,No
2023-05-18,Thursday,11:00-13:00,113,8.0,57.7,22.1,4.1,No
2023-05-18,Thursday,13:00-15:00,64,17.1,66.8,22.1,4.1,No
2023-05-18,Thursday,15:00-17:00,51,10.7,64.7,22.1,4.1,No
2023-05-18,Thursday,17:00-19:00,72,12.2,55.5,22.1,4.1,No
2023-05-19,Friday,07:00-09:00,39,12.3,63.6,5.3,3.0,No
2023-05-19,Friday,09:00-11:00,81,17.9,60.0,5.3,3.0,No
2023-05-19,Friday,11:00-13:00,73,15.7,68.7,5.3,3.0,No
2023-05-19,Friday,13:00-15:00,62,11.8,58.6,5.3,3.0,No
2023-05-19,Friday,15:00-17:00,66,12.0,52.4,5.3,3.0,No
2023-05-19,Friday,17:00-19:00,49,16.1,60.6,5.3,3.0,No
2023-05-20,Saturday,07:00-09:00,62,13.5,75.4,17.4,7.0,No
2023-05-20,Saturday,09:00-11:00,107,16.7,40.5,17.4,7.0,No
2023-05-20,Saturday,11:00-13:00,121,16.7,75.3,17.4,7.0,No
2023-05-20,Saturday,13:00-15:00,78,11.3,64.8,17.4,7.0,No
2023-05-20,Saturday,15:00-17:00,89,16.0,61.5,17.4,7.0,No
2023-05-20,Saturday,17:00-19:00,62,17.1,55.8,17.4,7.0,No
2023-05-21,Sunday,07:00-09:00,56,12.4,78.0,10.1,3.3,No
2023-05-21,Sunday,09:00-11:00,116,4.7,70.9,10.1,3.3,No
2023-05-21,Sunday,11:00-13:00,125,16.5,70.6,10.1,3.3,No
2023-05-21,Sunday,13:00-15:00,76,7.2,58.9,10.1,3.3,No
2023-05-21,Sunday,15:00-17:00,108,13.1,70.9,10.1,3.3,No
2023-05-21,Sunday,17:00-19:00,57,16.3,52.8,10.1,3.3,No
2023-05-22,Monday,07:00-09:00,46,8.8,69.3,19.2,0.4,No
2023-05-22,Monday,09:00-11:00,115,16.9,50.3,19.2,0.4,No
2023-05-22,Monday,11:00-13:00,133,8.2,79.0,19.2,0.4,No
2023-05-22,Monday,13:00-15:00,77,18.3,58.2,19.2,0.4,No
2023-05-22,Monday,15:00-17:00,75,20.5,59.1,19.2,0.4,No
2023-05-22,Monday,17:00-19:00,52,11.9,38.5,19.2,0.4,No
2023-05-23,Tuesday,07:00-09:00,46,9.7,60.1,29.8,0,No
2023-05-23,Tuesday,09:00-11:00,105,13.9,56.8,29.8,0,No
2023-05-23,Tuesday,11:00-13:00,120,7.5,57.5,29.8,0,No
2023-05-23,Tuesday,13:00-15:00,78,14.7,67.0,29.8,0,No
2023-05-23,Tuesday,15:00-17:00,80,5.0,56.8,29.8,0,No
2023-05-23,Tuesday,17:00-19:00,72,12.9,68.5,29.8,0,No
2023-05-24,Wednesday,07:00-09:00,17,14.1,55.6,16.7,0.1,No
2023-05-24,Wednesday,09:00-11:00,103,16.0,54.6,16.7,0.1,No
2023-05-24,Wednesday,11:00-13:00,134,13.4,69.9,16.7,0.1,No
2023-05-24,Wednesday,13:00-15:00,68,10.5,69.3,16.7,0.1,No
2023-05-24,Wednesday,15:00-17:00,93,17.7,59.4,16.7,0.1,No
2023-05-24,Wednesday,17:00-19:00,72,11.6,51.7,16.7,0.1,No
2023-05-25,Thursday,07:00-09:00,47,13.0,75.0,9.4,0,No
2023-05-25,Thursday,09:00-11:00,105,14.6,62.8,9.4,0,No
2023-05-25,Thursday,11:00-13:00,117,13.2,62.0,9.4,0,No
2023-05-25,Thursday,13:00-15:00,51,8.6,58.9,9.4,0,No
2023-05-25,Thursday,15:00-17:00,53,13.8,54.3,9.4,0,No
2023-05-25,Thursday,17:00-19:00,37,15.6,75.5,9.4,0,No
2023-05-26,Friday,07:00-09:00,55,6.3,53.6,11.3,1.4,No
2023-05-26,Friday,09:00-11:00,109,5.5,65.9,11.3,1.4,No
2023-05-26,Friday,11:00-13:00,83,8.5,47.0,11.3,1.4,No
2023-05-26,Friday,13:00-15:00,85,15.0,52.7,11.3,1.4,No
2023-05-26,Friday,15:00-17:00,74,19.8,55.9,11.3,1.4,No
2023-05-26,Friday,17:00-19:00,72,19.0,55.5,11.3,1.4,No
2023-05-27,Saturday,07:00-09:00,70,14.2,65.9,32.5,2.2,No
2023-05-27,Saturday,09:00-11:00,108,7.5,60.4,32.5,2.2,No
2023-05-27,Saturday,11:00-13:00,163,16.2,54.4,32.5,2.2,No
2023-05-27,Saturday,13:00-15:00,101,10.3,59.3,32.5,2.2,No
2023-05-27,Saturday,15:00-17:00,112,11.3,79.6,32.5,2.2,No
2023-05-27,Saturday,17:00-19:00,91,5.5,70.2,32.5,2.2,No
2023-05-28,Sunday,07:00-09:00,37,16.0,65.2,5.0,6.1,No
2023-05-28,Sunday,09:00-11:00,95,13.5,58.0,5.0,6.1,No
2023-05-28,Sunday,11:00-13:00,123,17.6,51.4,5.0,6.1,No
2023-05-28,Sunday,13:00-15:00,80,20.6,54.4,5.0,6.1,No
2023-05-28,Sunday,15:00-17:00,83,17.0,63.5,5.0,6.1,No
2023-05-28,Sunday,17:00-19:00,53,20.8,63.0,5.0,6.1,No
2023-05-29,Monday,07:00-09:00,36,11.1,60.4,21.4,6.6,Yes
2023-05-29,Monday,09:00-11:00,113,12.9,39.2,21.4,6.6,Yes
2023-05-29,Monday,11:00-13:00,117,8.8,66.5,21.4,6.6,Yes
2023-05-29,Monday,13:00-15:00,106,14.5,67.2,21.4,6.6,Yes
2023-05-29,Monday,15:00-17:00,114,8.6,64.7,21.4,6.6,Yes
2023-05-29,Monday,17:00-19:00,61,13.9,64.6,21.4,6.6,Yes
2023-05-30,Tuesday,07:00-09:00,66,15.7,64.6,18.9,3.1,No
2023-05-30,Tuesday,09:00-11:00,81,15.8,60.2,18.9,3.1,No
2023-05-30,Tuesday,11:00-13:00,115,16.4,63.4,18.9,3.1,No
2023-05-30,Tuesday,13:00-15:00,72,18.9,47.4,18.9,3.1,No
2023-05-30,Tuesday,15:00-17:00,78,15.8,64.3,18.9,3.1,No
2023-05-30,Tuesday,17:00-19:00,43,8.4,62.9,18.9,3.1,No
2023-05-31,Wednesday,07:00-09:00,46,10.4,57.5,17.1,6.0,No
2023-05-31,Wednesday,09:00-11:00,77,11.4,78.5,17.1,6.0,No
2023-05-31,Wednesday,11:00-13:00,76,9.2,64.4,17.1,6.0,No
2023-05-31,Wednesday,13:00-15:00,53,12.0,68.2,17.1,6.0,No
2023-05-31,Wednesday,15:00-17:00,85,13.8,71.7,17.1,6.0,No
2023-05-31,Wednesday,17:00-19:00,46,13.9,66.1,17.1,6.0,No
2023-06-01,Thursday,07:00-09:00,30,13.2,63.6,7.2,0,No
2023-06-01,Thursday,09:00-11:00,102,14.8,60.8,7.2,0,No
2023-06-01,Thursday,11:00-13:00,112,15.3,60.5,7.2,0,No
2023-06-01,Thursday,13:00-15:00,61,13.6,67.3,7.2,0,No
2023-06-01,Thursday,15:00-17:00,96,17.4,56.8,7.2,0,No
2023-06-01,Thursday,17:00-19:00,44,15.6,54.0,7.2,0,No
2023-06-02,Friday,07:00-09:00,54,16.7,69.2,32.1,0,No
2023-06-02,Friday,09:00-11:00,88,15.8,61.1,32.1,0,No
2023-06-02,Friday,11:00-13:00,141,8.9,64.7,32.1,0,No
2023-06-02,Friday,13:00-15:00,92,13.3,53.6,32.1,0,No
2023-06-02,Friday,15:00-17:00,79,15.8,61.0,32.1,0,No
2023-06-02,Friday,17:00-19:00,75,17.1,66.9,32.1,0,No
2023-06-03,Saturday,07:00-09:00,63,9.6,46.1,17.3,5.5,No
2023-06-03,Saturday,09:00-11:00,114,17.0,60.4,17.3,5.5,No
2023-06-03,Saturday,11:00-13:00,103,16.9,76.1,17.3,5.5,No
2023-06-03,Saturday,13:00-15:00,59,10.0,60.5,17.3,5.5,No
2023-06-03,Saturday,15:00-17:00,111,18.8,57.4,17.3,5.5,No
2023-06-03,Saturday,17:00-19:00,66,14.1,67.6,17.3,5.5,No
2023-06-04,Sunday,07:00-09:00,52,14.5,57.2,11.9,3.6,No
2023-06-04,Sunday,09:00-11:00,82,15.2,72.1,11.9,3.6,No
2023-06-04,Sunday,11:00-13:00,123,16.6,68.0,11.9,3.6,No
2023-06-04,Sunday,13:00-15:00,86,14.7,67.4,11.9,3.6,No
2023-06-04,Sunday,15:00-17:00,73,11.6,75.7,11.9,3.6,No
2023-06-04,Sunday,17:00-19:00,59,11.5,52.8,11.9,3.6,No
2023-06-05,Monday,07:00-09:00,30,16.9,62.8,7.7,0,No
2023-06-05,Monday,09:00-11:00,92,12.8,62.1,7.7,0,No
2023-06-05,Monday,11:00-13:00,105,16.0,51.6,7.7,0,No
2023-06-05,Monday,13:00-15:00,73,11.5,58.8,7.7,0,No
2023-06-05,Monday,15:00-17:00,80,14.1,64.2,7.7,0,No
2023-06-05,Monday,17:00-19:00,41,18.5,62.3,7.7,0,No
2023-06-06,Tuesday,07:00-09:00,45,15.1,54.9,29.2,9.7,No
2023-06-06,Tuesday,09:00-11:00,69,18.5,62.9,29.2,9.7,No
2023-06-06,Tuesday,11:00-13:00,98,10.4,59.8,29.2,9.7,No
2023-06-06,Tuesday,13:00-15:00,66,13.1,64.7,29.2,9.7,No
2023-06-06,Tuesday,15:00-17:00,66,9.4,68.4,29.2,9.7,No
2023-06-06,Tuesday,17:00-19:00,46,18.6,61.1,29.2,9.7,No
2023-06-07,Wednesday,07:00-09:00,52,6.1,66.6,3.9,0,No
2023-06-07,Wednesday,09:00-11:00,91,15.0,58.1,3.9,0,No
2023-06-07,Wednesday,11:00-13:00,142,13.7,61.1,3.9,0,No
2023-06-07,Wednesday,13:00-15:00,56,19.5,68.7,3.9,0,No
2023-06-07,Wednesday,15:00-17:00,85,7.2,61.2,3.9,0,No
2023-06-07,Wednesday,17:00-19:00,51,13.5,59.6,3.9,0,No
2023-06-08,Thursday,07:00-09:00,52,15.0,60.9,16.8,1.2,No
2023-06-08,Thursday,09:00-11:00,116,15.0,54.4,16.8,1.2,No
2023-06-08,Thursday,11:00-13:00,97,5.4,58.5,16.8,1.2,No
2023-06-08,Thursday,13:00-15:00,68,13.0,66.1,16.8,1.2,No
2023-06-08,Thursday,15:00-17:00,57,10.1,71.0,16.8,1.2,No
2023-06-08,Thursday,17:00-19:00,47,11.6,53.5,16.8,1.2,No
2023-06-09,Friday,07:00-09:00,29,14.2,63.3,15.5,6.6,No
2023-06-09,Friday,09:00-11:00,52,19.7,69.4,15.5,6.6,No
2023-06-09,Friday,11:00-13:00,82,10.4,65.1,15.5,6.6,No
2023-06-09,Friday,13:00-15:00,47,9.3,49.4,15.5,6.6,No
2023-06-09,Friday,15:00-17:00,61,12.5,56.5,15.5,6.6,No
2023-06-09,Friday,17:00-19:00,43,11.8,54.1,15.5,6.6,No
2023-06-10,Saturday,07:00-09:00,39,20.2,62.7,8.1,5.1,No
2023-06-10,Saturday,09:00-11:00,74,10.3,79.7,8.1,5.1,No
2023-06-10,Saturday,11:00-13:00,107,8.4,64.2,8.1,5.1,No
2023-06-10,Saturday,13:00-15:00,68,20.1,75.0,8.1,5.1,No
2023-06-10,Saturday,15:00-17:00,72,16.9,58.1,8.1,5.1,No
2023-06-10,Saturday,17:00-19:00,53,12.8,63.8,8.1,5.1,No
2023-06-11,Sunday,07:00-09:00,55,12.4,69.1,4.2,4.8,No
2023-06-11,Sunday,09:00-11:00,101,15.5,64.4,4.2,4.8,No
2023-06-11,Sunday,11:00-13:00,133,14.5,61.0,4.2,4.8,No
2023-06-11,Sunday,13:00-15:00,85,10.3,60.6,4.2,4.8,No
2023-06-11,Sunday,15:00-17:00,94,17.4,58.6,4.2,4.8,No
2023-06-11,Sunday,17:00-19:00,61,10.6,67.1,4.2,4.8,No
2023-06-12,Monday,07:00-09:00,33,14.9,48.4,10.7,5.7,No
2023-06-12,Monday,09:00-11:00,95,14.9,66.9,10.7,5.7,No
2023-06-12,Monday,11:00-13:00,92,16.9,54.4,10.7,5.7,No
2023-06-12,Monday,13:00-15:00,45,15.0,63.6,10.7,5.7,No
2023-06-12,Monday,15:00-17:00,62,15.9,74.7,10.7,5.7,No
2023-06-12,Monday,17:00-19:00,56,11.4,59.3,10.7,5.7,No
2023-06-13,Tuesday,07:00-09:00,51,9.8,55.4,8.7,1.4,No
2023-06-13,Tuesday,09:00-11:00,92,15.4,76.6,8.7,1.4,No
2023-06-13,Tuesday,11:00-13:00,94,9.6,64.6,8.7,1.4,No
2023-06-13,Tuesday,13:00-15:00,72,9.9,52.5,8.7,1.4,No
2023-06-13,Tuesday,15:00-17:00,74,14.3,68.9,8.7,1.4,No
2023-06-13,Tuesday,17:00-19:00,71,9.3,52.9,8.7,1.4,No
2023-06-14,Wednesday,07:00-09:00,56,19.3,65.6,22.3,0,No
2023-06-14,Wednesday,09:00-11:00,113,4.2,67.7,22.3,0,No
2023-06-14,Wednesday,11:00-13:00,112,10.3,83.5,22.3,0,No
2023-06-14,Wednesday,13:00-15:00,83,15.8,58.7,22.3,0,No
2023-06-14,Wednesday,15:00-17:00,89,13.4,56.6,22.3,0,No
2023-06-14,Wednesday,17:00-19:00,70,22.1,62.1,22.3,0,No
2023-06-15,Thursday,07:00-09:00,54,14.7,60.5,12.6,2.2,No
2023-06-15,Thursday,09:00-11:00,95,7.3,61.7,12.6,2.2,No
2023-06-15,Thursday,11:00-13:00,104,12.2,64.4,12.6,2.2,No
2023-06-15,Thursday,13:00-15:00,54,10.3,62.4,12.6,2.2,No
2023-06-15,Thursday,15:00-17:00,54,12.3,61.8,12.6,2.2,No
2023-06-15,Thursday,17:00-19:00,62,15.6,56.0,12.6,2.2,No
2023-06-16,Friday,07:00-09:00,25,7.1,67.1,10.1,6.2,No
2023-06-16,Friday,09:00-11:00,52,13.4,71.6,10.1,6.2,No
2023-06-16,Friday,11:00-13:00,75,12.3,57.2,10.1,6.2,No
2023-06-16,Friday,13:00-15:00,57,17.8,61.7,10.1,6.2,No
2023-06-16,Friday,15:00-17:00,78,15.0,59.2,10.1,6.2,No
2023-06-16,Friday,17:00-19:00,31,14.5,65.3,10.1,6.2,No
2023-06-17,Saturday,07:00-09:00,72,16.0,55.0,21.8,0.1,No
2023-06-17,Saturday,09:00-11:00,120,24.1,49.6,21.8,0.1,No
2023-06-17,Saturday,11:00-13:00,174,12.3,68.3,21.8,0.1,No
2023-06-17,Saturday,13:00-15:00,99,11.4,71.3,21.8,0.1,No
2023-06-17,Saturday,15:00-17:00,131,12.9,65.8,21.8,0.1,No
2023-06-17,Saturday,17:00-19:00,94,11.7,47.5,21.8,0.1,No
2023-06-18,Sunday,07:00-09:00,39,11.1,59.8,25.2,7.0,No
2023-06-18,Sunday,09:00-11:00,112,23.1,63.0,25.2,7.0,No
2023-06-18,Sunday,11:00-13:00,147,18.8,55.5,25.2,7.0,No
2023-06-18,Sunday,13:00-15:00,80,11.8,60.3,25.2,7.0,No
2023-06-18,Sunday,15:00-17:00,88,14.1,59.6,25.2,7.0,No
2023-06-18,Sunday,17:00-19:00,75,15.5,76.6,25.2,7.0,No
2023-06-19,Monday,07:00-09:00,48,14.1,63.3,21.6,5.2,No
2023-06-19,Monday,09:00-11:00,77,19.3,74.5,21.6,5.2,No
2023-06-19,Monday,11:00-13:00,105,9.4,71.9,21.6,5.2,No
2023-06-19,Monday,13:00-15:00,59,20.1,58.4,21.6,5.2,No
2023-06-19,Monday,15:00-17:00,87,19.1,45.7,21.6,5.2,No
2023-06-19,Monday,17:00-19:00,59,13.7,64.0,21.6,5.2,No
2023-06-20,Tuesday,07:00-09:00,44,10.4,48.0,20.5,0.8,No
2023-06-20,Tuesday,09:00-11:00,117,21.0,50.8,20.5,0.8,No
2023-06-20,Tuesday,11:00-13:00,108,12.6,47.0,20.5,0.8,No
2023-06-20,Tuesday,13:00-15:00,85,14.7,57.9,20.5,0.8,No
2023-06-20,Tuesday,15:00-17:00,87,11.0,57.4,20.5,0.8,No
2023-06-20,Tuesday,17:00-19:00,62,12.9,68.3,20.5,0.8,No
2023-06-21,Wednesday,07:00-09:00,56,20.4,63.8,23.0,0.0,No
2023-06-21,Wednesday,09:00-11:00,95,7.9,60.0,23.0,0.0,No
2023-06-21,Wednesday,11:00-13:00,94,13.9,57.3,23.0,0.0,No
2023-06-21,Wednesday,13:00-15:00,88,4.0,66.3,23.0,0.0,No
2023-06-21,Wednesday,15:00-17:00,59,16.1,75.5,23.0,0.0,No
2023-06-21,Wednesday,17:00-19:00,64,15.9,64.3,23.0,0.0,No
2023-06-22,Thursday,07:00-09:00,45,12.1,49.6,26.7,0,No
2023-06-22,Thursday,09:00-11:00,81,15.0,60.2,26.7,0,No
2023-06-22,Thursday,11:00-13:00,134,12.3,57.7,26.7,0,No
2023-06-22,Thursday,13:00-15:00,69,14.4,52.4,26.7,0,No
2023-06-22,Thursday,15:00-17:00,96,12.6,59.0,26.7,0,No
2023-06-22,Thursday,17:00-19:00,92,18.2,68.7,26.7,0,No
2023-06-23,Friday,07:00-09:00,43,6.6,69.7,19.5,0,No
2023-06-23,Friday,09:00-11:00,113,7.7,61.1,19.5,0,No
2023-06-23,Friday,11:00-13:00,113,9.4,42.6,19.5,0,No
2023-06-23,Friday,13:00-15:00,64,19.6,74.8,19.5,0,No
2023-06-23,Friday,15:00-17:00,82,12.2,53.2,19.5,0,No
2023-06-23,Friday,17:00-19:00,48,20.7,56.4,19.5,0,No
2023-06-24,Saturday,07:00-09:00,65,14.9,69.1,11.2,0.1,No
2023-06-24,Saturday,09:00-11:00,109,14.0,65.7,11.2,0.1,No
2023-06-24,Saturday,11:00-13:00,172,14.7,47.9,11.2,0.1,No
2023-06-24,Saturday,13:00-15:00,113,12.6,70.8,11.2,0.1,No
2023-06-24,Saturday,15:00-17:00,113,16.7,65.6,11.2,0.1,No
2023-06-24,Saturday,17:00-19:00,68,10.7,56.4,11.2,0.1,No
2023-06-25,Sunday,07:00-09:00,62,14.7,70.3,12.8,0.3,No
2023-06-25,Sunday,09:00-11:00,144,14.3,71.6,12.8,0.3,No
2023-06-25,Sunday,11:00-13:00,146,11.5,55.4,12.8,0.3,No
2023-06-25,Sunday,13:00-15:00,97,18.3,68.3,12.8,0.3,No
2023-06-25,Sunday,15:00-17:00,101,16.4,51.2,12.8,0.3,No
2023-06-25,Sunday,17:00-19:00,87,6.9,65.3,12.8,0.3,No
2023-06-26,Monday,07:00-09:00,46,16.7,60.2,18.9,4.6,No
2023-06-26,Monday,09:00-11:00,79,10.6,52.5,18.9,4.6,No
2023-06-26,Monday,11:00-13:00,58,17.0,59.3,18.9,4.6,No
2023-06-26,Monday,13:00-15:00,68,17.3,56.0,18.9,4.6,No
2023-06-26,Monday,15:00-17:00,80,14.1,46.1,18.9,4.6,No
2023-06-26,Monday,17:00-19:00,49,16.1,78.7,18.9,4.6,No
2023-06-27,Tuesday,07:00-09:00,42,16.0,56.3,5.5,1.2,No
2023-06-27,Tuesday,09:00-11:00,64,6.3,66.0,5.5,1.2,No
2023-06-27,Tuesday,11:00-13:00,121,19.4,52.1,5.5,1.2,No
